session_id,customer_id,session_date,page_views,time_spent_seconds,cart_abandoned,support_tickets
SESS_000306,CUST_00033,2024-09-22,4,27,False,0
SESS_000307,CUST_00048,2024-09-22,6,83,False,0
SESS_000308,CUST_00072,2024-09-23,6,66,False,0
SESS_000309,CUST_00127,2024-09-23,4,117,False,0
SESS_000310,CUST_00123,2024-09-24,13,790,False,0
SESS_000311,CUST_00130,2024-09-24,21,917,False,0
SESS_000312,CUST_00002,2024-09-25,1,85,False,0
SESS_000313,CUST_00087,2024-09-25,6,162,False,0
SESS_000314,CUST_00085,2024-09-27,1,159,False,0
SESS_000315,CUST_00102,2024-09-27,7,620,False,0
SESS_000316,CUST_00110,2024-09-27,14,660,False,0
SESS_000317,CUST_00128,2024-09-27,17,640,False,0
SESS_000318,CUST_00052,2024-09-28,9,245,True,0
SESS_000319,CUST_00106,2024-09-28,18,775,False,0
SESS_000320,CUST_00109,2024-09-28,13,543,False,0
SESS_000321,CUST_00110,2024-09-29,14,563,False,0
SESS_000322,CUST_00126,2024-10-01,19,271,False,0
SESS_000323,CUST_00129,2024-10-01,7,906,False,0
SESS_000324,CUST_00131,2024-10-01,1,152,False,0
SESS_000325,CUST_00031,2024-10-02,3,49,False,0
SESS_000326,CUST_00046,2024-10-02,1,210,False,0
SESS_000327,CUST_00080,2024-10-02,1,141,False,0
SESS_000328,CUST_00110,2024-10-02,13,693,False,0
SESS_000329,CUST_00119,2024-10-02,1,54,False,0
SESS_000330,CUST_00043,2024-10-03,6,27,False,0
SESS_000331,CUST_00110,2024-10-03,21,783,False,0
SESS_000332,CUST_00128,2024-10-03,12,406,True,0
SESS_000333,CUST_00040,2024-10-04,3,145,False,0
SESS_000334,CUST_00091,2024-10-04,4,198,False,0
SESS_000335,CUST_00070,2024-10-05,18,440,False,0
SESS_000336,CUST_00054,2024-10-07,2,111,False,0
SESS_000337,CUST_00070,2024-10-07,3,164,False,0
SESS_000338,CUST_00128,2024-10-07,1,160,False,0
SESS_000339,CUST_00023,2024-10-08,3,142,False,0
SESS_000340,CUST_00080,2024-10-08,11,93,True,0
SESS_000341,CUST_00098,2024-10-09,1,84,False,0
SESS_000342,CUST_00106,2024-10-09,19,464,False,0
SESS_000343,CUST_00110,2024-10-09,19,774,False,0
SESS_000344,CUST_00084,2024-10-11,10,302,False,0
SESS_000345,CUST_00131,2024-10-11,6,910,False,0
SESS_000346,CUST_00085,2024-10-12,18,478,False,0
SESS_000347,CUST_00126,2024-10-12,9,451,True,0
SESS_000348,CUST_00119,2024-10-13,1,22,False,0
SESS_000349,CUST_00132,2024-10-14,8,611,False,0
SESS_000350,CUST_00134,2024-10-14,11,788,False,0
SESS_000351,CUST_00046,2024-10-15,12,212,True,0
SESS_000352,CUST_00070,2024-10-15,7,473,False,0
SESS_000353,CUST_00073,2024-10-15,5,739,False,0
SESS_000354,CUST_00059,2024-10-16,12,272,False,0
SESS_000355,CUST_00072,2024-10-16,11,273,True,0
SESS_000356,CUST_00093,2024-10-16,3,142,False,0
SESS_000357,CUST_00078,2024-10-18,1,27,False,0
SESS_000358,CUST_00117,2024-10-18,20,676,False,1
SESS_000359,CUST_00014,2024-10-20,8,203,True,0
SESS_000360,CUST_00034,2024-10-20,13,638,False,0
SESS_000361,CUST_00036,2024-10-21,1,75,False,0
SESS_000362,CUST_00090,2024-10-21,4,50,False,0
SESS_000363,CUST_00020,2024-10-22,4,162,False,0
SESS_000364,CUST_00043,2024-10-22,18,823,False,0
SESS_000365,CUST_00049,2024-10-22,1,66,False,0
SESS_000366,CUST_00104,2024-10-22,1,236,False,0
SESS_000367,CUST_00138,2024-10-22,14,189,False,0
SESS_000368,CUST_00069,2024-10-23,1,74,False,0
SESS_000369,CUST_00136,2024-10-23,22,537,False,0
SESS_000370,CUST_00008,2024-10-25,10,145,True,0
SESS_000371,CUST_00133,2024-10-25,2,167,False,0
SESS_000372,CUST_00066,2024-10-26,4,73,False,0
SESS_000373,CUST_00137,2024-10-26,5,415,False,0
SESS_000374,CUST_00016,2024-10-27,18,789,False,1
SESS_000375,CUST_00124,2024-10-28,1,72,False,0
SESS_000376,CUST_00013,2024-10-29,2,34,False,0
SESS_000377,CUST_00026,2024-10-29,1,224,False,1
SESS_000378,CUST_00135,2024-10-29,12,957,False,0
SESS_000379,CUST_00037,2024-10-30,1,178,False,0
SESS_000380,CUST_00040,2024-10-30,7,426,True,0
SESS_000381,CUST_00141,2024-10-30,7,384,True,0
SESS_000382,CUST_00040,2024-10-31,5,699,False,0
SESS_000383,CUST_00040,2024-10-31,16,250,False,0
SESS_000384,CUST_00062,2024-10-31,5,263,False,0
SESS_000385,CUST_00101,2024-10-31,4,287,True,0
SESS_000386,CUST_00119,2024-10-31,17,401,False,0
SESS_000387,CUST_00002,2024-11-01,5,196,True,0
SESS_000388,CUST_00102,2024-11-01,20,202,False,0
SESS_000389,CUST_00119,2024-11-01,11,318,True,0
SESS_000390,CUST_00065,2024-11-02,3,156,False,0
SESS_000391,CUST_00070,2024-11-02,10,691,False,0
SESS_000392,CUST_00078,2024-11-02,19,652,False,0
SESS_000393,CUST_00119,2024-11-02,13,291,False,0
SESS_000394,CUST_00122,2024-11-02,19,334,False,0
SESS_000395,CUST_00136,2024-11-02,6,137,False,0
SESS_000396,CUST_00142,2024-11-02,5,184,False,0
SESS_000397,CUST_00007,2024-11-03,2,110,False,0
SESS_000398,CUST_00035,2024-11-03,2,194,False,0
SESS_000399,CUST_00089,2024-11-03,1,88,False,0
SESS_000400,CUST_00141,2024-11-03,22,366,False,0
SESS_000401,CUST_00141,2024-11-03,1,140,False,0
SESS_000402,CUST_00001,2024-11-04,2,218,False,0
SESS_000403,CUST_00010,2024-11-05,1,38,False,0
SESS_000404,CUST_00035,2024-11-05,9,224,False,0
SESS_000405,CUST_00140,2024-11-05,22,903,False,0
SESS_000406,CUST_00140,2024-11-05,20,724,False,0
SESS_000407,CUST_00141,2024-11-05,3,54,False,0
SESS_000408,CUST_00043,2024-11-06,2,57,False,0
SESS_000409,CUST_00010,2024-11-07,1,56,False,0
SESS_000410,CUST_00110,2024-11-07,13,211,False,0
SESS_000411,CUST_00119,2024-11-07,1,158,False,0
SESS_000412,CUST_00133,2024-11-07,7,277,False,0
SESS_000413,CUST_00098,2024-11-08,4,386,True,0
SESS_000414,CUST_00117,2024-11-08,14,761,False,0
SESS_000415,CUST_00054,2024-11-09,4,51,False,0
SESS_000416,CUST_00098,2024-11-09,12,306,True,0
SESS_000417,CUST_00116,2024-11-09,4,167,False,0
SESS_000418,CUST_00014,2024-11-10,6,25,False,0
SESS_000419,CUST_00078,2024-11-10,6,843,False,0
SESS_000420,CUST_00127,2024-11-10,2,58,False,0
SESS_000421,CUST_00128,2024-11-10,12,473,True,0
SESS_000422,CUST_00132,2024-11-10,9,474,True,0
SESS_000423,CUST_00140,2024-11-10,5,391,False,0
SESS_000424,CUST_00148,2024-11-10,19,753,False,0
SESS_000425,CUST_00109,2024-11-11,14,222,False,0
SESS_000426,CUST_00146,2024-11-11,14,944,False,0
SESS_000427,CUST_00147,2024-11-12,12,306,True,0
SESS_000428,CUST_00085,2024-11-13,4,26,False,0
SESS_000429,CUST_00115,2024-11-13,3,148,False,0
SESS_000430,CUST_00011,2024-11-14,13,733,False,0
SESS_000431,CUST_00012,2024-11-14,11,251,False,0
SESS_000432,CUST_00106,2024-11-14,5,213,False,0
SESS_000433,CUST_00140,2024-11-14,1,210,False,0
SESS_000434,CUST_00048,2024-11-15,11,381,True,0
SESS_000435,CUST_00027,2024-11-16,3,106,True,0
SESS_000436,CUST_00068,2024-11-16,6,394,True,0
SESS_000437,CUST_00111,2024-11-16,3,151,False,0
SESS_000438,CUST_00114,2024-11-16,10,336,True,0
SESS_000439,CUST_00114,2024-11-16,3,171,False,0
SESS_000440,CUST_00147,2024-11-16,11,944,False,0
SESS_000441,CUST_00065,2024-11-17,12,437,True,0
SESS_000442,CUST_00122,2024-11-17,6,168,False,0
SESS_000443,CUST_00126,2024-11-18,2,236,False,0
SESS_000444,CUST_00028,2024-11-19,4,392,True,0
SESS_000445,CUST_00094,2024-11-19,3,89,False,0
SESS_000446,CUST_00149,2024-11-19,14,791,False,0
SESS_000447,CUST_00052,2024-11-20,3,24,False,0
SESS_000448,CUST_00063,2024-11-20,6,19,False,0
SESS_000449,CUST_00095,2024-11-20,4,191,False,0
SESS_000450,CUST_00062,2024-11-21,20,626,False,0
SESS_000451,CUST_00140,2024-11-21,9,917,False,0
SESS_000452,CUST_00078,2024-11-22,12,630,False,0
SESS_000453,CUST_00101,2024-11-22,2,206,False,0
SESS_000454,CUST_00112,2024-11-22,3,122,False,0
SESS_000455,CUST_00014,2024-11-23,2,19,False,0
SESS_000456,CUST_00049,2024-11-23,3,132,False,0
SESS_000457,CUST_00078,2024-11-23,12,369,True,0
SESS_000458,CUST_00102,2024-11-23,3,235,False,0
SESS_000459,CUST_00109,2024-11-23,2,71,False,0
SESS_000460,CUST_00110,2024-11-23,7,295,False,0
SESS_000461,CUST_00119,2024-11-23,7,272,False,0
SESS_000462,CUST_00150,2024-11-23,11,475,True,0
SESS_000463,CUST_00151,2024-11-23,17,495,False,0
SESS_000464,CUST_00154,2024-11-23,22,396,False,0
SESS_000465,CUST_00156,2024-11-23,9,686,False,0
SESS_000466,CUST_00001,2024-11-24,12,675,False,0
SESS_000467,CUST_00140,2024-11-24,7,498,False,1
SESS_000468,CUST_00169,2024-11-24,16,513,False,0
SESS_000469,CUST_00124,2024-11-25,4,322,True,0
SESS_000470,CUST_00009,2024-11-26,2,40,False,0
SESS_000471,CUST_00074,2024-11-26,1,160,False,0
SESS_000472,CUST_00105,2024-11-26,21,208,False,0
SESS_000473,CUST_00150,2024-11-26,1,140,False,0
SESS_000474,CUST_00158,2024-11-26,22,638,False,0
SESS_000475,CUST_00164,2024-11-26,13,549,False,0
SESS_000476,CUST_00009,2024-11-27,2,216,False,0
SESS_000477,CUST_00084,2024-11-27,6,626,False,0
SESS_000478,CUST_00095,2024-11-27,8,244,True,1
SESS_000479,CUST_00129,2024-11-27,4,181,True,0
SESS_000480,CUST_00153,2024-11-27,13,270,True,0
