order_item_id,order_id,product_id,quantity,unit_price,line_total
90,ORD_00039,PROD_012,3,153.0,459.0
91,ORD_00039,PROD_043,1,179.5,179.5
92,ORD_00039,PROD_020,2,24.5,49.0
93,ORD_00040,PROD_050,1,90.99,90.99
94,ORD_00040,PROD_006,1,102.0,102.0
95,ORD_00041,PROD_004,2,103.0,206.0
96,ORD_00041,PROD_018,1,52.0,52.0
97,ORD_00041,PROD_042,1,65.0,65.0
98,ORD_00041,PROD_011,1,79.0,79.0
99,ORD_00042,PROD_013,1,154.5,154.5
100,ORD_00042,PROD_048,2,208.99,417.98
101,ORD_00042,PROD_034,1,113.5,113.5
102,ORD_00042,PROD_017,1,53.0,53.0
103,ORD_00043,PROD_031,2,100.5,201.0
104,ORD_00043,PROD_033,1,48.0,48.0
105,ORD_00044,PROD_050,1,90.99,90.99
106,ORD_00044,PROD_008,1,68.5,68.5
107,ORD_00044,PROD_047,2,114.0,228.0
108,ORD_00044,PROD_019,1,66.5,66.5
109,ORD_00044,PROD_018,2,52.0,104.0
110,ORD_00045,PROD_015,10,41.0,410.0
111,ORD_00045,PROD_047,2,114.0,228.0
112,ORD_00045,PROD_044,1,176.99,176.99
113,ORD_00045,PROD_011,1,79.0,79.0
114,ORD_00046,PROD_020,4,24.5,98.0
115,ORD_00046,PROD_045,2,58.99,117.98
116,ORD_00047,PROD_010,1,191.0,191.0
117,ORD_00047,PROD_029,1,62.5,62.5
118,ORD_00048,PROD_019,1,66.5,66.5
119,ORD_00048,PROD_049,1,97.0,97.0
120,ORD_00049,PROD_028,1,73.5,73.5
121,ORD_00049,PROD_043,1,179.5,179.5
122,ORD_00049,PROD_012,1,153.0,153.0
123,ORD_00049,PROD_004,7,103.0,721.0
124,ORD_00049,PROD_032,1,44.99,44.99
125,ORD_00049,PROD_050,1,90.99,90.99
126,ORD_00050,PROD_009,3,66.0,198.0
127,ORD_00050,PROD_038,1,170.0,170.0
128,ORD_00050,PROD_031,1,100.5,100.5
129,ORD_00050,PROD_036,1,98.5,98.5
130,ORD_00050,PROD_042,1,65.0,65.0
131,ORD_00051,PROD_020,2,24.5,49.0
132,ORD_00051,PROD_045,1,58.99,58.99
133,ORD_00051,PROD_031,3,100.5,301.5
134,ORD_00051,PROD_010,1,191.0,191.0
135,ORD_00051,PROD_008,2,68.5,137.0
136,ORD_00052,PROD_022,1,38.99,38.99
137,ORD_00052,PROD_008,1,68.5,68.5
138,ORD_00052,PROD_030,1,35.99,35.99
139,ORD_00053,PROD_028,2,73.5,147.0
140,ORD_00053,PROD_007,1,101.99,101.99
141,ORD_00054,PROD_026,1,41.99,41.99
142,ORD_00054,PROD_018,1,52.0,52.0
143,ORD_00054,PROD_013,1,154.5,154.5
144,ORD_00055,PROD_037,3,98.99,296.97
145,ORD_00055,PROD_014,1,183.0,183.0
146,ORD_00056,PROD_046,1,84.0,84.0
147,ORD_00056,PROD_038,3,170.0,510.0
148,ORD_00056,PROD_012,9,153.0,1377.0
149,ORD_00057,PROD_009,1,66.0,66.0
150,ORD_00057,PROD_026,1,41.99,41.99
151,ORD_00058,PROD_004,2,103.0,206.0
152,ORD_00059,PROD_014,1,183.0,183.0
153,ORD_00060,PROD_022,1,38.99,38.99
154,ORD_00060,PROD_032,1,44.99,44.99
155,ORD_00061,PROD_047,2,114.0,228.0
156,ORD_00062,PROD_008,1,68.5,68.5
157,ORD_00063,PROD_013,1,154.5,154.5
158,ORD_00063,PROD_036,1,98.5,98.5
159,ORD_00063,PROD_006,7,102.0,714.0
160,ORD_00063,PROD_003,1,131.5,131.5
161,ORD_00063,PROD_016,1,114.99,114.99
162,ORD_00063,PROD_004,1,103.0,103.0
163,ORD_00064,PROD_018,2,52.0,104.0
164,ORD_00064,PROD_016,1,114.99,114.99
165,ORD_00064,PROD_015,1,41.0,41.0
166,ORD_00064,PROD_035,1,25.5,25.5
167,ORD_00064,PROD_048,1,208.99,208.99
168,ORD_00065,PROD_038,1,170.0,170.0
169,ORD_00065,PROD_044,3,176.99,530.97
170,ORD_00066,PROD_042,1,65.0,65.0
171,ORD_00066,PROD_025,1,53.0,53.0
172,ORD_00067,PROD_041,2,212.5,425.0
173,ORD_00067,PROD_038,1,170.0,170.0
174,ORD_00068,PROD_013,7,154.5,1081.5
175,ORD_00068,PROD_004,1,103.0,103.0
176,ORD_00069,PROD_024,1,38.0,38.0
177,ORD_00070,PROD_032,4,44.99,179.96
178,ORD_00071,PROD_017,1,53.0,53.0
179,ORD_00071,PROD_047,1,114.0,114.0
180,ORD_00071,PROD_037,1,98.99,98.99
181,ORD_00072,PROD_018,2,52.0,104.0
182,ORD_00072,PROD_001,2,54.0,108.0
183,ORD_00072,PROD_034,1,113.5,113.5
184,ORD_00072,PROD_013,1,154.5,154.5
185,ORD_00073,PROD_029,4,62.5,250.0
186,ORD_00074,PROD_042,2,65.0,130.0
187,ORD_00075,PROD_036,1,98.5,98.5
188,ORD_00075,PROD_029,1,62.5,62.5
189,ORD_00075,PROD_016,1,114.99,114.99
190,ORD_00075,PROD_027,1,83.5,83.5
191,ORD_00075,PROD_013,2,154.5,309.0
192,ORD_00076,PROD_024,1,38.0,38.0
193,ORD_00077,PROD_006,1,102.0,102.0
194,ORD_00077,PROD_038,1,170.0,170.0
195,ORD_00078,PROD_043,1,179.5,179.5
196,ORD_00078,PROD_037,1,98.99,98.99
197,ORD_00079,PROD_005,1,116.0,116.0
198,ORD_00079,PROD_020,1,24.5,24.5
199,ORD_00079,PROD_038,1,170.0,170.0
200,ORD_00080,PROD_022,1,38.99,38.99
201,ORD_00081,PROD_027,1,83.5,83.5
202,ORD_00082,PROD_010,1,191.0,191.0
203,ORD_00082,PROD_040,1,104.99,104.99
204,ORD_00083,PROD_007,1,101.99,101.99
205,ORD_00083,PROD_031,4,100.5,402.0
206,ORD_00083,PROD_032,1,44.99,44.99
207,ORD_00084,PROD_012,1,153.0,153.0
208,ORD_00084,PROD_002,2,131.99,263.98
209,ORD_00084,PROD_023,2,73.99,147.98
210,ORD_00085,PROD_037,4,98.99,395.96
211,ORD_00085,PROD_007,1,101.99,101.99
212,ORD_00085,PROD_027,1,83.5,83.5
213,ORD_00086,PROD_021,1,87.0,87.0
214,ORD_00086,PROD_013,1,154.5,154.5
215,ORD_00086,PROD_034,1,113.5,113.5
216,ORD_00087,PROD_050,1,90.99,90.99
217,ORD_00087,PROD_017,1,53.0,53.0
218,ORD_00087,PROD_047,1,114.0,114.0
219,ORD_00087,PROD_016,1,114.99,114.99
220,ORD_00088,PROD_005,1,116.0,116.0
221,ORD_00088,PROD_014,3,183.0,549.0
222,ORD_00088,PROD_018,1,52.0,52.0
223,ORD_00088,PROD_012,1,153.0,153.0
224,ORD_00088,PROD_049,1,97.0,97.0
225,ORD_00089,PROD_005,1,116.0,116.0
226,ORD_00090,PROD_021,1,87.0,87.0
227,ORD_00090,PROD_015,2,41.0,82.0
228,ORD_00091,PROD_003,1,131.5,131.5
229,ORD_00092,PROD_033,5,48.0,240.0
230,ORD_00093,PROD_031,1,100.5,100.5
231,ORD_00093,PROD_050,1,90.99,90.99
232,ORD_00094,PROD_017,1,53.0,53.0
233,ORD_00095,PROD_004,2,103.0,206.0
234,ORD_00095,PROD_046,1,84.0,84.0
235,ORD_00095,PROD_042,2,65.0,130.0
236,ORD_00096,PROD_034,2,113.5,227.0
237,ORD_00096,PROD_048,1,208.99,208.99
238,ORD_00097,PROD_024,1,38.0,38.0
239,ORD_00098,PROD_027,1,83.5,83.5
240,ORD_00098,PROD_024,4,38.0,152.0
241,ORD_00098,PROD_030,2,35.99,71.98
242,ORD_00098,PROD_021,2,87.0,174.0
243,ORD_00098,PROD_026,1,41.99,41.99
244,ORD_00099,PROD_042,2,65.0,130.0
245,ORD_00099,PROD_027,3,83.5,250.5
246,ORD_00099,PROD_047,1,114.0,114.0
247,ORD_00100,PROD_044,10,176.99,1769.9
248,ORD_00101,PROD_028,2,73.5,147.0
249,ORD_00101,PROD_040,1,104.99,104.99
250,ORD_00102,PROD_001,2,54.0,108.0
251,ORD_00103,PROD_048,1,208.99,208.99
252,ORD_00103,PROD_030,2,35.99,71.98
253,ORD_00103,PROD_011,2,79.0,158.0
254,ORD_00104,PROD_007,1,101.99,101.99
255,ORD_00104,PROD_014,4,183.0,732.0
256,ORD_00105,PROD_024,2,38.0,76.0
257,ORD_00105,PROD_031,1,100.5,100.5
258,ORD_00106,PROD_012,2,153.0,306.0
259,ORD_00106,PROD_031,1,100.5,100.5
260,ORD_00107,PROD_030,2,35.99,71.98
261,ORD_00107,PROD_007,1,101.99,101.99
262,ORD_00108,PROD_046,1,84.0,84.0
263,ORD_00108,PROD_026,1,41.99,41.99
264,ORD_00108,PROD_023,1,73.99,73.99
265,ORD_00109,PROD_005,1,116.0,116.0
266,ORD_00109,PROD_012,1,153.0,153.0
267,ORD_00109,PROD_021,1,87.0,87.0
268,ORD_00109,PROD_029,1,62.5,62.5
269,ORD_00110,PROD_004,1,103.0,103.0
270,ORD_00110,PROD_005,1,116.0,116.0
271,ORD_00111,PROD_018,1,52.0,52.0
272,ORD_00111,PROD_036,1,98.5,98.5
273,ORD_00111,PROD_021,2,87.0,174.0
274,ORD_00111,PROD_041,1,212.5,212.5
275,ORD_00112,PROD_049,1,97.0,97.0
276,ORD_00112,PROD_013,1,154.5,154.5
277,ORD_00112,PROD_012,1,153.0,153.0
278,ORD_00112,PROD_032,1,44.99,44.99
279,ORD_00112,PROD_019,1,66.5,66.5
280,ORD_00113,PROD_045,2,58.99,117.98
281,ORD_00113,PROD_036,1,98.5,98.5
282,ORD_00113,PROD_048,2,208.99,417.98
283,ORD_00114,PROD_040,2,104.99,209.98
284,ORD_00114,PROD_026,1,41.99,41.99
285,ORD_00114,PROD_038,1,170.0,170.0
286,ORD_00114,PROD_045,1,58.99,58.99
287,ORD_00114,PROD_027,1,83.5,83.5
288,ORD_00115,PROD_044,2,176.99,353.98
289,ORD_00115,PROD_040,2,104.99,209.98
290,ORD_00115,PROD_002,2,131.99,263.98
291,ORD_00115,PROD_017,1,53.0,53.0
292,ORD_00115,PROD_025,2,53.0,106.0
293,ORD_00115,PROD_003,2,131.5,263.0
294,ORD_00116,PROD_004,1,103.0,103.0
295,ORD_00117,PROD_018,1,52.0,52.0
296,ORD_00117,PROD_005,1,116.0,116.0
297,ORD_00117,PROD_020,1,24.5,24.5
298,ORD_00118,PROD_007,1,101.99,101.99
299,ORD_00118,PROD_002,2,131.99,263.98
300,ORD_00118,PROD_034,1,113.5,113.5
301,ORD_00119,PROD_022,1,38.99,38.99
302,ORD_00119,PROD_042,2,65.0,130.0
303,ORD_00120,PROD_028,4,73.5,294.0
304,ORD_00120,PROD_035,1,25.5,25.5
305,ORD_00120,PROD_043,1,179.5,179.5
306,ORD_00120,PROD_023,1,73.99,73.99
307,ORD_00120,PROD_029,2,62.5,125.0
308,ORD_00121,PROD_035,2,25.5,51.0
309,ORD_00122,PROD_009,1,66.0,66.0
310,ORD_00123,PROD_030,1,35.99,35.99
311,ORD_00123,PROD_032,2,44.99,89.98
312,ORD_00123,PROD_048,4,208.99,835.96
313,ORD_00123,PROD_024,1,38.0,38.0
314,ORD_00123,PROD_019,2,66.5,133.0
315,ORD_00123,PROD_041,3,212.5,637.5
316,ORD_00124,PROD_014,1,183.0,183.0
317,ORD_00125,PROD_003,1,131.5,131.5
318,ORD_00125,PROD_043,1,179.5,179.5
319,ORD_00125,PROD_008,1,68.5,68.5
320,ORD_00125,PROD_011,1,79.0,79.0
321,ORD_00126,PROD_029,1,62.5,62.5
322,ORD_00126,PROD_015,2,41.0,82.0
323,ORD_00126,PROD_036,1,98.5,98.5
324,ORD_00126,PROD_011,1,79.0,79.0
325,ORD_00127,PROD_034,4,113.5,454.0
326,ORD_00128,PROD_034,1,113.5,113.5
327,ORD_00128,PROD_043,2,179.5,359.0
328,ORD_00128,PROD_010,2,191.0,382.0
329,ORD_00128,PROD_029,1,62.5,62.5
330,ORD_00128,PROD_022,1,38.99,38.99
331,ORD_00129,PROD_034,1,113.5,113.5
332,ORD_00129,PROD_027,1,83.5,83.5
333,ORD_00130,PROD_033,2,48.0,96.0
334,ORD_00130,PROD_003,1,131.5,131.5
335,ORD_00130,PROD_027,1,83.5,83.5
336,ORD_00130,PROD_025,2,53.0,106.0
337,ORD_00131,PROD_023,8,73.99,591.92
338,ORD_00132,PROD_024,1,38.0,38.0
339,ORD_00133,PROD_003,1,131.5,131.5
340,ORD_00133,PROD_008,1,68.5,68.5
341,ORD_00134,PROD_008,1,68.5,68.5
342,ORD_00135,PROD_007,1,101.99,101.99
343,ORD_00135,PROD_027,1,83.5,83.5
344,ORD_00135,PROD_008,3,68.5,205.5
345,ORD_00135,PROD_046,1,84.0,84.0
346,ORD_00136,PROD_047,1,114.0,114.0
347,ORD_00136,PROD_021,3,87.0,261.0
348,ORD_00136,PROD_040,1,104.99,104.99
349,ORD_00136,PROD_013,1,154.5,154.5
350,ORD_00136,PROD_004,1,103.0,103.0
351,ORD_00136,PROD_045,1,58.99,58.99
352,ORD_00137,PROD_031,1,100.5,100.5
353,ORD_00138,PROD_008,1,68.5,68.5
354,ORD_00139,PROD_038,3,170.0,510.0
355,ORD_00140,PROD_025,1,53.0,53.0
356,ORD_00140,PROD_043,1,179.5,179.5
357,ORD_00140,PROD_050,1,90.99,90.99
358,ORD_00140,PROD_029,1,62.5,62.5
359,ORD_00141,PROD_033,2,48.0,96.0
360,ORD_00141,PROD_012,1,153.0,153.0
361,ORD_00142,PROD_015,1,41.0,41.0
362,ORD_00142,PROD_030,1,35.99,35.99
363,ORD_00143,PROD_004,1,103.0,103.0
364,ORD_00143,PROD_009,1,66.0,66.0
365,ORD_00143,PROD_038,1,170.0,170.0
366,ORD_00143,PROD_026,2,41.99,83.98
367,ORD_00143,PROD_035,1,25.5,25.5
368,ORD_00143,PROD_050,2,90.99,181.98
369,ORD_00144,PROD_042,1,65.0,65.0
370,ORD_00144,PROD_048,1,208.99,208.99
371,ORD_00145,PROD_046,4,84.0,336.0
372,ORD_00145,PROD_034,1,113.5,113.5
373,ORD_00146,PROD_022,3,38.99,116.97
374,ORD_00147,PROD_044,1,176.99,176.99
375,ORD_00147,PROD_001,1,54.0,54.0
376,ORD_00147,PROD_014,1,183.0,183.0
377,ORD_00147,PROD_033,2,48.0,96.0
378,ORD_00147,PROD_031,4,100.5,402.0
379,ORD_00148,PROD_036,1,98.5,98.5
380,ORD_00148,PROD_020,3,24.5,73.5
381,ORD_00148,PROD_022,1,38.99,38.99
382,ORD_00148,PROD_031,2,100.5,201.0
383,ORD_00148,PROD_049,1,97.0,97.0
384,ORD_00149,PROD_049,2,97.0,194.0
385,ORD_00149,PROD_002,2,131.99,263.98
386,ORD_00150,PROD_044,2,176.99,353.98
387,ORD_00150,PROD_023,1,73.99,73.99
388,ORD_00151,PROD_015,1,41.0,41.0
389,ORD_00151,PROD_042,1,65.0,65.0
390,ORD_00152,PROD_044,1,176.99,176.99
391,ORD_00153,PROD_030,3,35.99,107.97
392,ORD_00154,PROD_049,1,97.0,97.0
393,ORD_00154,PROD_016,1,114.99,114.99
394,ORD_00155,PROD_010,1,191.0,191.0
395,ORD_00156,PROD_049,1,97.0,97.0
396,ORD_00156,PROD_020,1,24.5,24.5
397,ORD_00156,PROD_014,1,183.0,183.0
398,ORD_00157,PROD_043,1,179.5,179.5
399,ORD_00157,PROD_015,1,41.0,41.0
400,ORD_00158,PROD_024,2,38.0,76.0
401,ORD_00158,PROD_049,2,97.0,194.0
402,ORD_00159,PROD_043,3,179.5,538.5
403,ORD_00159,PROD_022,1,38.99,38.99
404,ORD_00160,PROD_049,1,97.0,97.0
405,ORD_00160,PROD_035,1,25.5,25.5
406,ORD_00161,PROD_016,1,114.99,114.99
407,ORD_00161,PROD_008,2,68.5,137.0
408,ORD_00162,PROD_028,1,73.5,73.5
409,ORD_00162,PROD_043,1,179.5,179.5
410,ORD_00163,PROD_008,1,68.5,68.5
411,ORD_00164,PROD_041,1,212.5,212.5
412,ORD_00164,PROD_050,1,90.99,90.99
413,ORD_00164,PROD_012,1,153.0,153.0
414,ORD_00165,PROD_006,1,102.0,102.0
415,ORD_00165,PROD_024,1,38.0,38.0
416,ORD_00165,PROD_032,1,44.99,44.99
417,ORD_00165,PROD_010,1,191.0,191.0
418,ORD_00165,PROD_012,1,153.0,153.0
419,ORD_00166,PROD_029,4,62.5,250.0
420,ORD_00167,PROD_031,1,100.5,100.5
421,ORD_00168,PROD_010,1,191.0,191.0
422,ORD_00168,PROD_028,1,73.5,73.5
423,ORD_00168,PROD_008,2,68.5,137.0
424,ORD_00169,PROD_048,1,208.99,208.99
425,ORD_00169,PROD_024,1,38.0,38.0
426,ORD_00169,PROD_040,2,104.99,209.98
427,ORD_00170,PROD_042,1,65.0,65.0
428,ORD_00170,PROD_025,1,53.0,53.0
429,ORD_00170,PROD_020,1,24.5,24.5
430,ORD_00171,PROD_021,1,87.0,87.0
431,ORD_00171,PROD_038,1,170.0,170.0
432,ORD_00171,PROD_032,1,44.99,44.99
433,ORD_00171,PROD_014,1,183.0,183.0
434,ORD_00171,PROD_025,1,53.0,53.0
435,ORD_00172,PROD_004,1,103.0,103.0
436,ORD_00172,PROD_050,3,90.99,272.97
437,ORD_00172,PROD_042,2,65.0,130.0
438,ORD_00173,PROD_030,2,35.99,71.98
439,ORD_00174,PROD_003,1,131.5,131.5
440,ORD_00174,PROD_017,1,53.0,53.0
441,ORD_00174,PROD_032,2,44.99,89.98
442,ORD_00175,PROD_050,1,90.99,90.99
443,ORD_00175,PROD_048,1,208.99,208.99
444,ORD_00176,PROD_045,1,58.99,58.99
445,ORD_00176,PROD_035,4,25.5,102.0
446,ORD_00176,PROD_030,1,35.99,35.99
447,ORD_00176,PROD_016,2,114.99,229.98
448,ORD_00177,PROD_006,1,102.0,102.0
449,ORD_00178,PROD_020,1,24.5,24.5
450,ORD_00179,PROD_011,1,79.0,79.0
451,ORD_00179,PROD_012,1,153.0,153.0
452,ORD_00179,PROD_032,1,44.99,44.99
453,ORD_00180,PROD_019,1,66.5,66.5
454,ORD_00180,PROD_032,1,44.99,44.99
455,ORD_00180,PROD_040,1,104.99,104.99
456,ORD_00181,PROD_041,1,212.5,212.5
457,ORD_00181,PROD_031,1,100.5,100.5
458,ORD_00181,PROD_036,1,98.5,98.5
459,ORD_00182,PROD_019,1,66.5,66.5
460,ORD_00182,PROD_023,1,73.99,73.99
461,ORD_00183,PROD_008,1,68.5,68.5
462,ORD_00184,PROD_029,2,62.5,125.0
463,ORD_00185,PROD_027,1,83.5,83.5
464,ORD_00185,PROD_022,1,38.99,38.99
465,ORD_00186,PROD_038,2,170.0,340.0
466,ORD_00186,PROD_025,2,53.0,106.0
467,ORD_00186,PROD_002,1,131.99,131.99
468,ORD_00186,PROD_026,1,41.99,41.99
469,ORD_00187,PROD_013,1,154.5,154.5
470,ORD_00188,PROD_034,2,113.5,227.0
471,ORD_00188,PROD_033,3,48.0,144.0
472,ORD_00189,PROD_014,2,183.0,366.0
473,ORD_00189,PROD_034,1,113.5,113.5
474,ORD_00190,PROD_040,1,104.99,104.99
475,ORD_00191,PROD_017,1,53.0,53.0
476,ORD_00192,PROD_032,2,44.99,89.98
477,ORD_00192,PROD_028,1,73.5,73.5
478,ORD_00193,PROD_041,2,212.5,425.0
479,ORD_00193,PROD_016,3,114.99,344.97
480,ORD_00194,PROD_017,2,53.0,106.0
481,ORD_00194,PROD_008,1,68.5,68.5
482,ORD_00195,PROD_043,1,179.5,179.5
483,ORD_00195,PROD_047,2,114.0,228.0
484,ORD_00195,PROD_039,1,64.5,64.5
485,ORD_00196,PROD_027,6,83.5,501.0
486,ORD_00196,PROD_002,2,131.99,263.98
487,ORD_00197,PROD_043,3,179.5,538.5
488,ORD_00198,PROD_039,1,64.5,64.5
489,ORD_00199,PROD_040,1,104.99,104.99
490,ORD_00200,PROD_007,1,101.99,101.99
491,ORD_00200,PROD_013,3,154.5,463.5
492,ORD_00201,PROD_027,1,83.5,83.5
493,ORD_00202,PROD_041,1,212.5,212.5
494,ORD_00203,PROD_050,1,90.99,90.99
495,ORD_00203,PROD_013,1,154.5,154.5
496,ORD_00203,PROD_037,8,98.99,791.92
497,ORD_00204,PROD_046,1,84.0,84.0
498,ORD_00204,PROD_004,1,103.0,103.0
499,ORD_00204,PROD_017,1,53.0,53.0
500,ORD_00204,PROD_020,1,24.5,24.5
501,ORD_00205,PROD_046,1,84.0,84.0
502,ORD_00205,PROD_006,1,102.0,102.0
503,ORD_00206,PROD_019,1,66.5,66.5
504,ORD_00206,PROD_016,1,114.99,114.99
505,ORD_00206,PROD_026,1,41.99,41.99
506,ORD_00207,PROD_019,1,66.5,66.5
507,ORD_00208,PROD_026,1,41.99,41.99
508,ORD_00208,PROD_014,1,183.0,183.0
509,ORD_00209,PROD_007,1,101.99,101.99
510,ORD_00209,PROD_039,1,64.5,64.5
511,ORD_00209,PROD_017,1,53.0,53.0
512,ORD_00209,PROD_003,2,131.5,263.0
513,ORD_00209,PROD_045,2,58.99,117.98
514,ORD_00210,PROD_036,1,98.5,98.5
515,ORD_00210,PROD_033,1,48.0,48.0
516,ORD_00211,PROD_011,1,79.0,79.0
517,ORD_00211,PROD_016,1,114.99,114.99
518,ORD_00212,PROD_022,1,38.99,38.99
519,ORD_00212,PROD_003,1,131.5,131.5
520,ORD_00212,PROD_015,4,41.0,164.0
521,ORD_00213,PROD_025,1,53.0,53.0
522,ORD_00214,PROD_037,1,98.99,98.99
523,ORD_00214,PROD_029,8,62.5,500.0
524,ORD_00215,PROD_039,2,64.5,129.0
525,ORD_00215,PROD_005,1,116.0,116.0
526,ORD_00215,PROD_004,1,103.0,103.0
527,ORD_00216,PROD_008,1,68.5,68.5
528,ORD_00216,PROD_039,3,64.5,193.5
529,ORD_00217,PROD_014,2,183.0,366.0
530,ORD_00218,PROD_038,3,170.0,510.0
531,ORD_00218,PROD_007,1,101.99,101.99
532,ORD_00218,PROD_003,5,131.5,657.5
533,ORD_00219,PROD_025,1,53.0,53.0
534,ORD_00220,PROD_008,2,68.5,137.0
535,ORD_00221,PROD_033,2,48.0,96.0
536,ORD_00221,PROD_044,1,176.99,176.99
537,ORD_00222,PROD_035,1,25.5,25.5
538,ORD_00222,PROD_003,10,131.5,1315.0
539,ORD_00222,PROD_022,1,38.99,38.99
540,ORD_00222,PROD_041,1,212.5,212.5
541,ORD_00222,PROD_039,2,64.5,129.0
542,ORD_00223,PROD_033,2,48.0,96.0
543,ORD_00223,PROD_040,1,104.99,104.99
544,ORD_00224,PROD_030,1,35.99,35.99
545,ORD_00225,PROD_034,1,113.5,113.5
546,ORD_00225,PROD_018,2,52.0,104.0
547,ORD_00225,PROD_007,2,101.99,203.98
548,ORD_00225,PROD_028,1,73.5,73.5
549,ORD_00226,PROD_012,1,153.0,153.0
550,ORD_00226,PROD_027,1,83.5,83.5
551,ORD_00226,PROD_020,1,24.5,24.5
552,ORD_00226,PROD_015,1,41.0,41.0
553,ORD_00227,PROD_026,1,41.99,41.99
554,ORD_00227,PROD_013,1,154.5,154.5
555,ORD_00227,PROD_037,2,98.99,197.98
556,ORD_00228,PROD_035,1,25.5,25.5
557,ORD_00228,PROD_024,1,38.0,38.0
