spend_id,spend_date,channel_id,campaign_name,impressions,clicks,spend_usd
1090,2024-01-30,4,Partner_Syndication_Cashback,25798,472,186.9
1091,2024-01-31,2,Search_Brand_Core,17761,463,493.32
1092,2024-01-31,3,Meta_Advantage_Catalog_Ads,54390,931,909.36
1093,2024-01-31,4,Affiliate_Creator_Network,13223,400,221.0
1094,2024-02-01,2,Search_Generic_HighIntent,32763,938,883.34
1095,2024-02-01,3,TikTok_Creator_Lifestyle,63729,1238,835.32
1096,2024-02-01,4,Editorial_Lifestyle_Reviews,32328,751,277.67
1097,2024-02-02,2,Search_Competitor_Conquest,15791,658,655.47
1098,2024-02-02,3,Instagram_Story_Retargeting,41389,550,631.02
1099,2024-02-02,4,Partner_Syndication_Cashback,14631,464,330.07
1100,2024-02-03,2,Search_Brand_Core,10885,412,676.7
1101,2024-02-03,3,Meta_Advantage_Catalog_Ads,80500,1527,907.17
1102,2024-02-03,4,Affiliate_Creator_Network,13889,340,235.78
1103,2024-02-04,2,Search_Generic_HighIntent,15299,464,699.4
1104,2024-02-04,3,TikTok_Creator_Lifestyle,53560,933,778.7
1105,2024-02-04,4,Editorial_Lifestyle_Reviews,20364,471,234.26
1106,2024-02-05,2,Search_Competitor_Conquest,13871,537,676.83
1107,2024-02-05,3,Instagram_Story_Retargeting,31364,750,872.75
1108,2024-02-05,4,Partner_Syndication_Cashback,23925,610,293.61
1109,2024-02-06,2,Search_Brand_Core,12315,506,769.04
1110,2024-02-06,3,Meta_Advantage_Catalog_Ads,59380,935,881.63
1111,2024-02-06,4,Affiliate_Creator_Network,25787,715,308.14
1112,2024-02-07,2,Search_Generic_HighIntent,20221,754,773.61
1113,2024-02-07,3,TikTok_Creator_Lifestyle,49624,650,654.9
1114,2024-02-07,4,Editorial_Lifestyle_Reviews,27495,864,350.02
1115,2024-02-08,2,Search_Competitor_Conquest,14562,592,866.25
1116,2024-02-08,3,Instagram_Story_Retargeting,65908,1008,1171.52
1117,2024-02-08,4,Partner_Syndication_Cashback,30984,825,320.1
1118,2024-02-09,2,Search_Brand_Core,10234,373,535.56
1119,2024-02-09,3,Meta_Advantage_Catalog_Ads,44686,980,848.2
1120,2024-02-09,4,Affiliate_Creator_Network,22315,589,321.95
1121,2024-02-10,2,Search_Generic_HighIntent,25931,709,719.22
1122,2024-02-10,3,TikTok_Creator_Lifestyle,35031,611,586.79
1123,2024-02-10,4,Editorial_Lifestyle_Reviews,20334,461,285.23
1124,2024-02-11,2,Search_Competitor_Conquest,18349,558,906.34
1125,2024-02-11,3,Instagram_Story_Retargeting,90469,1271,915.47
1126,2024-02-11,4,Partner_Syndication_Cashback,12267,296,214.75
1127,2024-02-12,2,Search_Brand_Core,12202,440,701.33
1128,2024-02-12,3,Meta_Advantage_Catalog_Ads,65984,1203,1258.1
1129,2024-02-12,4,Affiliate_Creator_Network,12906,362,269.56
1130,2024-02-13,2,Search_Generic_HighIntent,18971,797,807.19
1131,2024-02-13,3,TikTok_Creator_Lifestyle,81639,1604,938.85
1132,2024-02-13,4,Editorial_Lifestyle_Reviews,34564,842,299.0
1133,2024-02-14,2,Search_Competitor_Conquest,18934,647,763.9
1134,2024-02-14,3,Instagram_Story_Retargeting,49207,1178,837.87
1135,2024-02-14,4,Partner_Syndication_Cashback,25314,809,318.96
1136,2024-02-15,2,Search_Brand_Core,18448,770,900.38
1137,2024-02-15,3,Meta_Advantage_Catalog_Ads,30793,636,762.75
1138,2024-02-15,4,Affiliate_Creator_Network,28437,869,335.55
1139,2024-02-16,2,Search_Generic_HighIntent,15506,432,487.87
1140,2024-02-16,3,TikTok_Creator_Lifestyle,66532,1586,1012.98
1141,2024-02-16,4,Editorial_Lifestyle_Reviews,44479,804,293.2
1142,2024-02-17,2,Search_Competitor_Conquest,7385,303,446.38
1143,2024-02-17,3,Instagram_Story_Retargeting,47316,603,659.51
1144,2024-02-17,4,Partner_Syndication_Cashback,14023,404,291.16
1145,2024-02-18,2,Search_Brand_Core,18951,489,829.22
1146,2024-02-18,3,Meta_Advantage_Catalog_Ads,75328,1398,821.04
1147,2024-02-18,4,Affiliate_Creator_Network,19923,596,358.83
1148,2024-02-19,2,Search_Generic_HighIntent,13271,383,612.35
1149,2024-02-19,3,TikTok_Creator_Lifestyle,34960,865,862.83
1150,2024-02-19,4,Editorial_Lifestyle_Reviews,33010,879,326.91
1151,2024-02-20,2,Search_Competitor_Conquest,7246,284,493.44
1152,2024-02-20,3,Instagram_Story_Retargeting,86195,1240,699.65
1153,2024-02-20,4,Partner_Syndication_Cashback,23363,677,361.37
1154,2024-02-21,2,Search_Brand_Core,17382,485,700.58
1155,2024-02-21,3,Meta_Advantage_Catalog_Ads,79583,1553,1103.78
1156,2024-02-21,4,Affiliate_Creator_Network,15946,497,302.98
1157,2024-02-22,2,Search_Generic_HighIntent,13331,441,610.5
1158,2024-02-22,3,TikTok_Creator_Lifestyle,122970,1690,986.31
1159,2024-02-22,4,Editorial_Lifestyle_Reviews,21842,524,247.19
1160,2024-02-23,2,Search_Competitor_Conquest,13870,461,692.37
1161,2024-02-23,3,Instagram_Story_Retargeting,64281,1263,823.87
1162,2024-02-23,4,Partner_Syndication_Cashback,25652,612,223.2
1163,2024-02-24,2,Search_Brand_Core,14294,521,580.46
1164,2024-02-24,3,Meta_Advantage_Catalog_Ads,40297,823,815.75
1165,2024-02-24,4,Affiliate_Creator_Network,19088,554,264.14
1166,2024-02-25,2,Search_Generic_HighIntent,15698,589,772.15
1167,2024-02-25,3,TikTok_Creator_Lifestyle,49589,1070,919.36
1168,2024-02-25,4,Editorial_Lifestyle_Reviews,21875,548,394.01
1169,2024-02-26,2,Search_Competitor_Conquest,14638,458,760.92
1170,2024-02-26,3,Instagram_Story_Retargeting,105656,1427,1206.89
1171,2024-02-26,4,Partner_Syndication_Cashback,15337,288,198.03
1172,2024-02-27,2,Search_Brand_Core,16690,475,578.27
1173,2024-02-27,3,Meta_Advantage_Catalog_Ads,62424,761,775.69
1174,2024-02-27,4,Affiliate_Creator_Network,20550,477,330.52
1175,2024-02-28,2,Search_Generic_HighIntent,13251,363,534.16
1176,2024-02-28,3,TikTok_Creator_Lifestyle,27505,686,802.8
1177,2024-02-28,4,Editorial_Lifestyle_Reviews,24360,673,319.13
1178,2024-02-29,2,Search_Competitor_Conquest,17426,659,836.42
1179,2024-02-29,3,Instagram_Story_Retargeting,58376,1099,710.05
1180,2024-02-29,4,Partner_Syndication_Cashback,17806,529,220.42
1181,2024-03-01,2,Search_Brand_Core,17113,715,1021.46
1182,2024-03-01,3,Meta_Advantage_Catalog_Ads,130867,2333,1397.94
1183,2024-03-01,4,Affiliate_Creator_Network,27122,775,296.2
1184,2024-03-02,2,Search_Generic_HighIntent,18670,523,703.69
1185,2024-03-02,3,TikTok_Creator_Lifestyle,55086,693,786.4
1186,2024-03-02,4,Editorial_Lifestyle_Reviews,19748,491,229.42
1187,2024-03-03,2,Search_Competitor_Conquest,26722,713,975.5
1188,2024-03-03,3,Instagram_Story_Retargeting,47564,965,1052.12
1189,2024-03-03,4,Partner_Syndication_Cashback,23535,675,417.51
1190,2024-03-04,2,Search_Brand_Core,15954,571,713.07
1191,2024-03-04,3,Meta_Advantage_Catalog_Ads,56366,1030,1123.35
1192,2024-03-04,4,Affiliate_Creator_Network,26170,656,453.37
1193,2024-03-05,2,Search_Generic_HighIntent,16141,678,988.91
1194,2024-03-05,3,TikTok_Creator_Lifestyle,60925,1152,978.67
1195,2024-03-05,4,Editorial_Lifestyle_Reviews,14136,436,222.06
1196,2024-03-06,2,Search_Competitor_Conquest,25584,813,868.67
1197,2024-03-06,3,Instagram_Story_Retargeting,70873,1705,882.34
1198,2024-03-06,4,Partner_Syndication_Cashback,24944,658,311.35
1199,2024-03-07,2,Search_Brand_Core,15156,592,688.76
1200,2024-03-07,3,Meta_Advantage_Catalog_Ads,56467,1133,1345.64
1201,2024-03-07,4,Affiliate_Creator_Network,18305,561,366.97
1202,2024-03-08,2,Search_Generic_HighIntent,12303,500,908.43
1203,2024-03-08,3,TikTok_Creator_Lifestyle,105941,2280,1322.18
1204,2024-03-08,4,Editorial_Lifestyle_Reviews,19958,542,309.52
1205,2024-03-09,2,Search_Competitor_Conquest,16220,499,915.2
1206,2024-03-09,3,Instagram_Story_Retargeting,65740,1085,1112.62
1207,2024-03-09,4,Partner_Syndication_Cashback,19354,559,204.65
1208,2024-03-10,2,Search_Brand_Core,14782,507,930.4
1209,2024-03-10,3,Meta_Advantage_Catalog_Ads,91272,2037,1605.08
1210,2024-03-10,4,Affiliate_Creator_Network,14951,437,249.92
1211,2024-03-11,2,Search_Generic_HighIntent,26535,683,1147.98
1212,2024-03-11,3,TikTok_Creator_Lifestyle,160797,2158,1152.65
1213,2024-03-11,4,Editorial_Lifestyle_Reviews,23307,672,426.9
1214,2024-03-12,2,Search_Competitor_Conquest,14799,607,972.98
1215,2024-03-12,3,Instagram_Story_Retargeting,59349,1192,791.88
1216,2024-03-12,4,Partner_Syndication_Cashback,47253,1191,419.02
1217,2024-03-13,2,Search_Brand_Core,29097,961,891.68
1218,2024-03-13,3,Meta_Advantage_Catalog_Ads,91785,1385,1344.04
1219,2024-03-13,4,Affiliate_Creator_Network,28517,854,417.82
1220,2024-03-14,2,Search_Generic_HighIntent,17396,573,836.77
1221,2024-03-14,3,TikTok_Creator_Lifestyle,66834,965,1080.86
1222,2024-03-14,4,Editorial_Lifestyle_Reviews,18326,514,250.38
1223,2024-03-15,2,Search_Competitor_Conquest,16587,513,949.1
1224,2024-03-15,3,Instagram_Story_Retargeting,88531,1724,1027.15
1225,2024-03-15,4,Partner_Syndication_Cashback,27456,723,455.99
1226,2024-03-16,2,Search_Brand_Core,11191,391,692.06
1227,2024-03-16,3,Meta_Advantage_Catalog_Ads,78535,1011,764.18
1228,2024-03-16,4,Affiliate_Creator_Network,25713,626,223.66
1229,2024-03-17,2,Search_Generic_HighIntent,24545,820,1005.93
1230,2024-03-17,3,TikTok_Creator_Lifestyle,81708,1555,1596.24
1231,2024-03-17,4,Editorial_Lifestyle_Reviews,20572,438,310.72
1232,2024-03-18,2,Search_Competitor_Conquest,13571,483,851.54
1233,2024-03-18,3,Instagram_Story_Retargeting,76605,1570,1434.05
1234,2024-03-18,4,Partner_Syndication_Cashback,31357,706,315.32
1235,2024-03-19,2,Search_Brand_Core,12555,385,666.79
1236,2024-03-19,3,Meta_Advantage_Catalog_Ads,48266,1071,1129.4
1237,2024-03-19,4,Affiliate_Creator_Network,18010,575,310.66
1238,2024-03-20,2,Search_Generic_HighIntent,12404,534,893.39
1239,2024-03-20,3,TikTok_Creator_Lifestyle,105085,2029,1277.75
1240,2024-03-20,4,Editorial_Lifestyle_Reviews,11634,365,222.8
1241,2024-03-21,2,Search_Competitor_Conquest,28075,722,946.7
1242,2024-03-21,3,Instagram_Story_Retargeting,223073,2796,1599.62
1243,2024-03-21,4,Partner_Syndication_Cashback,32702,797,299.72
1244,2024-03-22,2,Search_Brand_Core,26480,689,825.06
1245,2024-03-22,3,Meta_Advantage_Catalog_Ads,85087,1088,836.54
1246,2024-03-22,4,Affiliate_Creator_Network,39408,876,379.1
1247,2024-03-23,2,Search_Generic_HighIntent,21412,536,694.98
1248,2024-03-23,3,TikTok_Creator_Lifestyle,56841,683,753.51
1249,2024-03-23,4,Editorial_Lifestyle_Reviews,23959,543,296.56
1250,2024-03-24,2,Search_Competitor_Conquest,13222,553,907.13
1251,2024-03-24,3,Instagram_Story_Retargeting,97741,1481,1074.96
1252,2024-03-24,4,Partner_Syndication_Cashback,28072,595,370.58
1253,2024-03-25,2,Search_Brand_Core,18482,480,857.01
1254,2024-03-25,3,Meta_Advantage_Catalog_Ads,88063,1229,1226.5
1255,2024-03-25,4,Affiliate_Creator_Network,19214,593,240.37
1256,2024-03-26,2,Search_Generic_HighIntent,21892,561,605.05
1257,2024-03-26,3,TikTok_Creator_Lifestyle,59242,897,837.45
1258,2024-03-26,4,Editorial_Lifestyle_Reviews,19738,590,345.97
1259,2024-03-27,2,Search_Competitor_Conquest,9443,353,603.35
1260,2024-03-27,3,Instagram_Story_Retargeting,36243,838,872.01
1261,2024-03-27,4,Partner_Syndication_Cashback,15064,367,263.5
1262,2024-03-28,2,Search_Brand_Core,16816,542,995.38
1263,2024-03-28,3,Meta_Advantage_Catalog_Ads,92319,2067,1494.13
1264,2024-03-28,4,Affiliate_Creator_Network,39250,934,407.75
1265,2024-03-29,2,Search_Generic_HighIntent,29691,760,740.86
1266,2024-03-29,3,TikTok_Creator_Lifestyle,136736,1935,993.45
1267,2024-03-29,4,Editorial_Lifestyle_Reviews,21595,612,387.41
1268,2024-03-30,2,Search_Competitor_Conquest,10359,382,666.89
1269,2024-03-30,3,Instagram_Story_Retargeting,60542,1272,764.19
1270,2024-03-30,4,Partner_Syndication_Cashback,12388,395,218.24
1271,2024-03-31,2,Search_Brand_Core,16919,759,694.76
1272,2024-03-31,3,Meta_Advantage_Catalog_Ads,94993,2248,1323.5
1273,2024-03-31,4,Affiliate_Creator_Network,32690,873,492.84
1274,2024-04-01,2,Search_Generic_HighIntent,23745,876,830.76
1275,2024-04-01,3,TikTok_Creator_Lifestyle,50107,1146,1104.93
1276,2024-04-01,4,Editorial_Lifestyle_Reviews,18599,395,232.31
1277,2024-04-02,2,Search_Competitor_Conquest,23216,864,986.14
1278,2024-04-02,3,Instagram_Story_Retargeting,69969,1456,1131.47
1279,2024-04-02,4,Partner_Syndication_Cashback,23517,673,388.28
1280,2024-04-03,2,Search_Brand_Core,22583,797,1034.64
1281,2024-04-03,3,Meta_Advantage_Catalog_Ads,39120,734,775.93
1282,2024-04-03,4,Affiliate_Creator_Network,25808,786,304.8
1283,2024-04-04,2,Search_Generic_HighIntent,20616,577,893.39
1284,2024-04-04,3,TikTok_Creator_Lifestyle,176647,2578,1611.29
1285,2024-04-04,4,Editorial_Lifestyle_Reviews,32475,681,487.27
1286,2024-04-05,2,Search_Competitor_Conquest,11911,507,810.06
1287,2024-04-05,3,Instagram_Story_Retargeting,54569,1181,1018.1
1288,2024-04-05,4,Partner_Syndication_Cashback,22634,588,390.22
1289,2024-04-06,2,Search_Brand_Core,7870,333,585.0
1290,2024-04-06,3,Meta_Advantage_Catalog_Ads,139522,2045,1165.23
1291,2024-04-06,4,Affiliate_Creator_Network,31095,986,354.32
1292,2024-04-07,2,Search_Generic_HighIntent,13076,559,885.59
1293,2024-04-07,3,TikTok_Creator_Lifestyle,82155,1636,1183.69
1294,2024-04-07,4,Editorial_Lifestyle_Reviews,29745,786,403.63
1295,2024-04-08,2,Search_Competitor_Conquest,30033,869,1168.28
1296,2024-04-08,3,Instagram_Story_Retargeting,110111,1509,1171.02
1297,2024-04-08,4,Partner_Syndication_Cashback,19514,444,276.96
1298,2024-04-09,2,Search_Brand_Core,33582,906,1024.94
1299,2024-04-09,3,Meta_Advantage_Catalog_Ads,72684,1135,1267.05
1300,2024-04-09,4,Affiliate_Creator_Network,23392,592,251.3
1301,2024-04-10,2,Search_Generic_HighIntent,27332,708,811.31
1302,2024-04-10,3,TikTok_Creator_Lifestyle,45355,929,1088.05
1303,2024-04-10,4,Editorial_Lifestyle_Reviews,38729,834,328.9
1304,2024-04-11,2,Search_Competitor_Conquest,12225,520,845.5
1305,2024-04-11,3,Instagram_Story_Retargeting,53329,1321,1570.95
1306,2024-04-11,4,Partner_Syndication_Cashback,68543,1366,517.4
1307,2024-04-12,2,Search_Brand_Core,19265,519,739.82
1308,2024-04-12,3,Meta_Advantage_Catalog_Ads,74905,1427,1329.77
1309,2024-04-12,4,Affiliate_Creator_Network,26476,536,241.92
1310,2024-04-13,2,Search_Generic_HighIntent,15289,607,883.29
1311,2024-04-13,3,TikTok_Creator_Lifestyle,66326,1145,870.25
1312,2024-04-13,4,Editorial_Lifestyle_Reviews,26082,545,359.36
1313,2024-04-14,2,Search_Competitor_Conquest,26979,1158,1174.6
1314,2024-04-14,3,Instagram_Story_Retargeting,61119,1406,963.7
1315,2024-04-14,4,Partner_Syndication_Cashback,22594,549,282.78
1316,2024-04-15,2,Search_Brand_Core,12421,522,821.93
1317,2024-04-15,3,Meta_Advantage_Catalog_Ads,111422,2106,1553.23
1318,2024-04-15,4,Affiliate_Creator_Network,33469,678,303.88
1319,2024-04-16,2,Search_Generic_HighIntent,14452,586,1021.65
1320,2024-04-16,3,TikTok_Creator_Lifestyle,69996,1322,1114.98
1321,2024-04-16,4,Editorial_Lifestyle_Reviews,32755,650,340.67
1322,2024-04-17,2,Search_Competitor_Conquest,10595,367,662.57
1323,2024-04-17,3,Instagram_Story_Retargeting,118964,2285,1403.94
1324,2024-04-17,4,Partner_Syndication_Cashback,30509,562,253.71
1325,2024-04-18,2,Search_Brand_Core,13649,429,758.89
1326,2024-04-18,3,Meta_Advantage_Catalog_Ads,95200,1638,1352.33
1327,2024-04-18,4,Affiliate_Creator_Network,28894,920,390.7
1328,2024-04-19,2,Search_Generic_HighIntent,17571,604,969.27
1329,2024-04-19,3,TikTok_Creator_Lifestyle,46478,764,874.7
1330,2024-04-19,4,Editorial_Lifestyle_Reviews,14971,436,212.15
1331,2024-04-20,2,Search_Competitor_Conquest,12062,493,794.9
1332,2024-04-20,3,Instagram_Story_Retargeting,40579,718,822.85
1333,2024-04-20,4,Partner_Syndication_Cashback,29617,945,331.62
1334,2024-04-21,2,Search_Brand_Core,25699,878,842.3
1335,2024-04-21,3,Meta_Advantage_Catalog_Ads,80615,1630,988.62
1336,2024-04-21,4,Affiliate_Creator_Network,21586,485,348.82
1337,2024-04-22,2,Search_Generic_HighIntent,20917,799,1069.29
1338,2024-04-22,3,TikTok_Creator_Lifestyle,66651,1623,1348.35
1339,2024-04-22,4,Editorial_Lifestyle_Reviews,28843,793,333.65
1340,2024-04-23,2,Search_Competitor_Conquest,30830,1048,983.29
1341,2024-04-23,3,Instagram_Story_Retargeting,53588,1334,1367.45
1342,2024-04-23,4,Partner_Syndication_Cashback,24916,554,340.39
1343,2024-04-24,2,Search_Brand_Core,20719,824,1028.71
1344,2024-04-24,3,Meta_Advantage_Catalog_Ads,54689,1168,1042.96
1345,2024-04-24,4,Affiliate_Creator_Network,19648,469,334.57
1346,2024-04-25,2,Search_Generic_HighIntent,25359,841,1030.44
1347,2024-04-25,3,TikTok_Creator_Lifestyle,158273,2088,1228.16
1348,2024-04-25,4,Editorial_Lifestyle_Reviews,25952,708,433.41
1349,2024-04-26,2,Search_Competitor_Conquest,17647,511,618.34
1350,2024-04-26,3,Instagram_Story_Retargeting,77136,1173,1293.29
1351,2024-04-26,4,Partner_Syndication_Cashback,42971,939,377.14
1352,2024-04-27,2,Search_Brand_Core,13430,517,604.21
1353,2024-04-27,3,Meta_Advantage_Catalog_Ads,101748,1938,1243.63
1354,2024-04-27,4,Affiliate_Creator_Network,17897,475,347.62
1355,2024-04-28,2,Search_Generic_HighIntent,17733,557,831.82
1356,2024-04-28,3,TikTok_Creator_Lifestyle,100571,2103,1640.17
1357,2024-04-28,4,Editorial_Lifestyle_Reviews,15338,464,236.74
1358,2024-04-29,2,Search_Competitor_Conquest,17544,767,1013.5
1359,2024-04-29,3,Instagram_Story_Retargeting,111798,2133,1547.37
1360,2024-04-29,4,Partner_Syndication_Cashback,27781,630,379.77
1361,2024-04-30,2,Search_Brand_Core,9361,407,719.14
1362,2024-04-30,3,Meta_Advantage_Catalog_Ads,52110,1130,1339.05
1363,2024-04-30,4,Affiliate_Creator_Network,24911,616,403.63
1364,2024-05-01,2,Search_Generic_HighIntent,19026,721,813.77
1365,2024-05-01,3,TikTok_Creator_Lifestyle,72690,1426,970.41
1366,2024-05-01,4,Editorial_Lifestyle_Reviews,24027,707,309.25
1367,2024-05-02,2,Search_Competitor_Conquest,42902,1079,1142.85
1368,2024-05-02,3,Instagram_Story_Retargeting,47535,1089,1152.37
1369,2024-05-02,4,Partner_Syndication_Cashback,21050,413,272.48
1370,2024-05-03,2,Search_Brand_Core,14730,425,784.98
1371,2024-05-03,3,Meta_Advantage_Catalog_Ads,55196,1107,880.99
1372,2024-05-03,4,Affiliate_Creator_Network,31884,605,449.07
1373,2024-05-04,2,Search_Generic_HighIntent,12067,367,605.87
1374,2024-05-04,3,TikTok_Creator_Lifestyle,94990,1278,1232.27
1375,2024-05-04,4,Editorial_Lifestyle_Reviews,37779,904,380.23
1376,2024-05-05,2,Search_Competitor_Conquest,18516,717,986.54
1377,2024-05-05,3,Instagram_Story_Retargeting,46814,1170,1397.01
1378,2024-05-05,4,Partner_Syndication_Cashback,35545,1002,388.99
1379,2024-05-06,2,Search_Brand_Core,29278,1002,1204.38
1380,2024-05-06,3,Meta_Advantage_Catalog_Ads,109984,2281,1222.56
1381,2024-05-06,4,Affiliate_Creator_Network,17201,510,339.04
1382,2024-05-07,2,Search_Generic_HighIntent,24021,755,978.51
1383,2024-05-07,3,TikTok_Creator_Lifestyle,65647,1207,1280.14
1384,2024-05-07,4,Editorial_Lifestyle_Reviews,35569,1078,439.22
1385,2024-05-08,2,Search_Competitor_Conquest,17574,627,655.73
1386,2024-05-08,3,Instagram_Story_Retargeting,128011,1537,825.19
1387,2024-05-08,4,Partner_Syndication_Cashback,26017,481,317.27
1388,2024-05-09,2,Search_Brand_Core,21791,618,1039.64
1389,2024-05-09,3,Meta_Advantage_Catalog_Ads,40351,916,1010.43
1390,2024-05-09,4,Affiliate_Creator_Network,30313,585,396.61
